DIST_BIN_SIZE	0.3
-35222334	304	6	REG	0.461811	0.86092	1.16392	1.52826	1.46364	1.11923	-0.347154	0.908655	2.20945	0.481521	-1.43076	0.22096	
-35222332	302	5	REG	0.479186	0.851703	1.16234	1.54989	1.3997	1.12016	-0.33	0.941034	2.20202	0.278051	-1.4485	0.313659	
-35222331	301	16	REG	0.476925	0.851405	1.16134	1.56705	1.40265	1.1312	-0.350938	0.939855	2.18719	0.316948	-1.45222	0.306651	
-35222330	300	100	REG	0.484887	0.836457	1.16859	1.58431	1.35439	1.15159	-0.34937	0.9581	2.1847	0.347498	-1.45455	0.262548	
-35222324	204	57	REG	0.459386	0.862593	1.15813	1.51133	1.48269	1.09484	-0.341415	0.904333	2.21094	0.506316	-1.41456	0.198098	
-35222323	203	3	REG	0.474641	0.819748	1.17038	1.57307	1.36877	1.16019	-0.359263	0.907521	2.18468	0.294345	-1.47864	0.300102	
-35222322	202	3	REG	0.463017	0.801136	1.20302	1.5295	1.27643	1.22378	-0.35423	0.942783	2.207	0.391463	-1.43136	0.207307	
-35222321	201	7	REG	0.483167	0.842072	1.1663	1.5602	1.42934	1.1182	-0.32348	0.887986	2.21441	0.478781	-1.44007	0.212606	
-35222320	200	191	REG	0.475623	0.833333	1.17325	1.56609	1.37967	1.14691	-0.35262	0.927182	2.19908	0.39297	-1.44752	0.220267	
-35222311	101	5	REG	0.4485	0.904753	1.1293	1.50729	1.53359	1.06681	-0.364097	0.976205	2.17272	0.284543	-1.45316	0.373459	
-35222310	100	18	REG	0.470599	0.863611	1.14667	1.52185	1.49133	1.08687	-0.327858	0.885246	2.19853	0.343704	-1.45049	0.306926	
